Time,EMG_Signal
0.0,0.004967141530112327
0.001,0.014758333460105133
0.002,0.032573836216373823
0.003,0.04257938531917366
0.004,0.01976931785873922
0.005,0.012847123199171074
0.006,0.02622266954558304
0.007,0.016153093113609344
0.008,0.0026072600697449174
0.009,0.010112448504555983
0.01,-0.004257208133816457
0.011,-0.008590209355174013
0.012,-0.004128448982378763
0.013,-0.026857622734536294
0.014,-0.026925803557190948
0.015,-0.020057463957004258
0.016,-0.031485273438292535
0.017,-0.02345274146977201
0.018,-0.034423339721415674
0.019,-0.029510184384690188
0.02,0.015410291342614218
0.021,0.014636988994962314
0.022,0.027525977606661707
0.023,0.013855316135681714
0.024,0.01742069944377226
0.025,0.017051354911291505
0.026,-0.000325799653417648
0.027,0.012989276543034823
0.028,0.0020491206971981757
0.029,0.0025233646906081663
0.03,-0.004886695432653473
0.031,0.015343217019558472
0.032,-0.0059297545295541616
0.033,-0.0175487004162092
0.034,-0.0006980098805425324
0.035,-0.025889924540682695
0.036,-0.01851529394395186
0.037,-0.0454389546518133
0.038,-0.03787207170603272
0.039,-0.012665723572097685
0.04,0.00889120191051273
0.041,0.01936108561099798
0.042,0.026446779203070484
0.043,0.025844240503082403
0.044,0.008831696566895343
0.045,0.009495984358894392
0.046,0.007329950814003918
0.047,0.020555623326093845
0.048,0.012243694825657004
0.049,-0.01143819807415451
0.05,0.005123005960318228
0.051,-0.006278700438338532
0.052,-0.011812426150040248
0.053,-0.00010336582960122735
0.054,0.002137882235483125
0.055,-0.003617459903829584
0.056,-0.028244999915513838
0.057,-0.02818339636480394
0.058,-0.020526723168554535
0.059,-0.004128160665198404
0.06,-0.0025346146809833068
0.061,0.0165412695450207
0.062,0.017290231058688384
0.063,0.017643389583274563
0.064,0.032492209987501665
0.065,0.031006716284506
0.066,0.011965978462321
0.067,0.020769320132041056
0.068,0.013173308541022487
0.069,0.0004902859025631939
0.07,0.006245243236929784
0.071,0.013701447230624483
0.072,-0.004652671714369602
0.073,0.010174935626900836
0.074,-0.033621105940459944
0.075,-0.003962950317496125
0.076,-0.0182342432820347
0.077,-0.02733341306503132
0.078,-0.022173997001716277
0.079,-0.03301173135411987
0.08,0.0008077929040399681
0.081,0.022716180812858505
0.082,0.04387952607855385
0.083,0.025169564865892138
0.084,0.017028630697869973
0.085,0.013173161612124347
0.086,0.022586315338188334
0.087,0.014767512515289976
0.088,0.005005149650360475
0.089,0.012819751659263492
0.09,0.004347444387735116
0.091,0.008752698368212892
0.092,-0.010569992828234294
0.093,-0.008003393073364966
0.094,-0.010600229863054825
0.095,-0.026072843676036996
0.096,-0.01539945807300789
0.097,-0.02098896440724351
0.098,-0.022296881101591996
0.099,-0.014738560417097582
0.1,-0.010406081128789539
0.101,0.015681475123593448
0.102,0.02641606982411288
0.103,0.023071877180786387
0.104,0.024242843262919554
0.105,0.022973122460453774
0.106,0.033035780573224344
0.107,0.013967149867531784
0.108,0.013619366202216805
0.109,0.007683466430656735
0.11,-0.015070459977592786
0.111,-0.0004585746208450275
0.112,-0.0022071143600506113
0.113,0.02064542207727899
0.114,-0.007863260918371426
0.115,-0.007683001836321687
0.116,-0.01796884035824976
0.117,-0.034547642700872266
0.118,-0.010181418721074306
0.119,-0.004135278580725543
0.12,0.012395734689418013
0.121,0.011531548860687125
0.122,0.04460835666588196
0.123,0.01781303870266456
0.124,0.03246086904736633
0.125,0.04157346353521789
0.126,0.005004544733555628
0.127,0.007294071290861324
0.128,0.012775740603572328
0.129,0.004128218902101873
0.13,-0.010654649694753136
0.131,0.0012266062972370682
0.132,-0.012698363815581998
0.133,0.0014826897972657262
0.134,-0.014400456924169448
0.135,0.005533975023545263
0.136,-0.024721482412001086
0.137,-0.025349039978228502
0.138,-0.01274237545046779
0.139,-0.023231493697507998
0.14,0.007491429471839459
0.141,0.03442791979189615
0.142,0.015236301387444485
0.143,0.0344082568322547
0.144,0.02992114111295824
0.145,0.02821679460698303
0.146,0.0032697004466367115
0.147,0.00048142039382190974
0.148,0.01772721632390317
0.149,0.012861029079233298
0.15,0.008084750624243362
0.151,0.004732924164214157
0.152,-0.008148482943573244
0.153,-0.0002039837398736949
0.154,-0.0015491557862277548
0.155,-0.016382931459968365
0.156,0.002494362474695363
0.157,-0.016664916228186503
0.158,-0.03206579326694604
0.159,-0.0036329177424251173
0.16,-0.003805985070732624
0.161,0.029950942021158774
0.162,0.04362029291570753
0.163,0.025077895544323003
0.164,0.03767846946400662
0.165,0.025248362113135
0.166,0.024581385498132637
0.167,0.03337507951838291
0.168,0.010774666936959516
0.169,0.0030741498337993134
0.17,-0.0025954139031490885
0.171,-0.006170175924114681
0.172,-0.0014001939380305032
0.173,0.0016036293933282004
0.174,-0.000994773249856364
0.175,-0.000249819145676693
0.176,-0.015316034256957677
0.177,-0.0061510139360800575
0.178,-0.022082877176165756
0.179,0.017719243464163
0.18,0.012913064368109638
0.181,0.01422363076795646
0.182,0.022040071042045972
0.183,0.03882364778671062
0.184,0.026523828696548325
0.185,0.028973847098750595
0.186,0.021805987859441878
0.187,0.014391224149535288
0.188,0.0054725078382386605
0.189,-0.0038255330392861662
0.19,0.0025455368831550566
0.191,0.011262396633947493
0.192,0.002221765592657665
0.193,-0.013555752439328835
0.194,-0.0013208280956162194
0.195,-0.003959918282593877
0.196,-0.023576554832019207
0.197,-0.018441520308717374
0.198,-0.018147130200177317
0.199,-0.020205554113558247
0.2,0.010940364657176613
0.201,0.02910865234697483
0.202,0.04428460728648249
0.203,0.045241538562344065
0.204,0.015685850350132292
0.205,0.01315916980909218
0.206,0.022927030406871475
0.207,0.020959924478935577
0.208,0.019792956652117735
0.209,0.05055176946631022
0.21,0.013420584952479728
0.211,0.01475453413310445
0.212,0.010320787936930127
0.213,0.006114960634614393
0.214,-0.005506448888696433
0.215,0.0004749466917917805
0.216,-0.021768422875000845
0.217,-0.02164968700090611
0.218,-0.02288612421141899
0.219,-0.007260925348553047
0.22,0.03120471438100851
0.221,0.005523243614058655
0.222,0.0410112335415741
0.223,0.01927034197188455
0.224,0.025436651406522147
0.225,0.03411979314177586
0.226,0.01911178335694836
0.227,0.005736358629278985
0.228,0.008180617684969303
0.229,0.019511038131590917
0.23,0.0010980482510647837
0.231,0.0062529245382809935
0.232,0.0019253733509801193
0.233,-0.006226649413423123
0.234,0.019773409237583722
0.235,-8.841410131736963e-05
0.236,-0.033605041446989115
0.237,-0.0167309911154006
0.238,-0.023964977626480026
0.239,0.0011294490086196651
0.24,0.0008171079486914906
0.241,0.023732119528769954
0.242,0.03988149218698593
0.243,0.04473743731403022
0.244,0.0188347851870505
0.245,0.020566446089128325
0.246,0.01440009099182394
0.247,0.010660462264207056
0.248,0.03366753018979013
0.249,0.017443593175593353
0.25,-0.003529029548559453
0.251,0.013944431133067692
0.252,0.023368065128530766
0.253,0.011290227656132842
0.254,-0.016184139948350818
0.255,-0.010594985707842581
0.256,-1.0179162940174291e-05
0.257,-0.024998540809300872
0.258,-0.012235869796629006
0.259,0.001023863494998032
0.26,0.00014477392752589442
0.261,0.02495534731653728
0.262,0.003089414169118416
0.263,0.02650582598831417
0.264,0.028981231249807025
0.265,0.012102134233246752
0.266,0.03614150647208843
0.267,0.0035595294907516204
0.268,0.012279068580939013
0.269,0.015367042112087032
0.27,0.024157735405167764
0.271,-0.008928287446552066
0.272,0.014441990604597568
0.273,0.0017310807486854499
0.274,-0.01014302890449537
0.275,-0.00046979188871917876
0.276,-0.010027557249687688
0.277,-0.023263562722816475
0.278,-0.01531627762042983
0.279,-0.009916536338459528
0.28,0.011207637485228147
0.281,0.032829599392449484
0.282,0.052019251545204453
0.283,0.02502784493684644
0.284,0.05349284341141283
0.285,0.005713982007062055
0.286,0.01895373115321321
0.287,0.024397596403036577
0.288,0.020142203268272915
0.289,0.008484700039881983
0.29,0.008315124348841579
0.291,0.0011509521813442385
0.292,-0.002433386210637413
0.293,0.010773957888362402
0.294,0.0038906754426052542
0.295,-0.011372185713705107
0.296,-0.002375146988999644
0.297,-0.013542120987393004
0.298,-0.007240132530153143
0.299,0.0008776975042421621
0.3,0.002426585790359328
0.301,0.021249814235725792
0.302,0.04427460926323892
0.303,0.04415154796234439
0.304,0.03259459238223052
0.305,0.027048483488663705
0.306,0.03388782943581086
0.307,0.013237555272729266
0.308,0.023441347404207422
0.309,0.013327099626854674
0.31,0.008856105380296584
0.311,0.017704537993236256
0.312,0.012349467920332594
0.313,0.011047309219677828
0.314,0.014008815212270926
0.315,-0.003600316421629097
0.316,-0.00391965499001452
0.317,-0.019086598849892823
0.318,-0.011496683652260453
0.319,-0.006090395527945826
0.32,0.012315338632462099
0.321,0.03343125289293563
0.322,0.029246737066932187
0.323,0.05959819920978648
0.324,0.02336912388353546
0.325,0.014358218912988151
0.326,0.033316388386557164
0.327,0.02769319684522778
0.328,0.024834071863797172
0.329,0.022254178489084932
0.33,0.011531341864902313
0.331,-0.0016356893312016538
0.332,0.005472625448974416
0.333,-0.003240940492892614
0.334,0.0113228743659972
0.335,-0.004664094827895662
0.336,-0.01837814110346213
0.337,-0.018582594579453982
0.338,-0.009994660145570641
0.339,-0.00981266283860752
0.34,0.0037358957054860827
0.341,0.0305284462599838
0.342,0.040489669770649786
0.343,0.03421512134218253
0.344,0.029328305599808018
0.345,0.029429157521196438
0.346,0.00786214933041027
0.347,0.0063088030834933025
0.348,0.012014458073998577
0.349,0.014441431990910882
0.35,0.015367216729039833
0.351,0.02269389725371719
0.352,0.01389380387629829
0.353,0.002533064035340288
0.354,0.001982430462912056
0.355,-0.012618758486846989
0.356,-0.009709105792802604
0.357,-0.017656991448187734
0.358,-0.010299323705632961
0.359,-0.01185112921423051
0.36,0.01774729236822542
0.361,0.04401381875590277
0.362,0.037546383858400346
0.363,0.04389477529243441
0.364,0.041532355133462505
0.365,0.02368779946971676
0.366,0.025174380983951868
0.367,0.02109894353709993
0.368,0.02076435316078669
0.369,0.009433608653347143
0.37,0.01309015480612113
0.371,0.013506336908416555
0.372,0.020413767473078718
0.373,0.01430938410680916
0.374,0.024287744312379067
0.375,-0.009684514662276694
0.376,-0.0002192457162436441
0.377,-0.012356368175999995
0.378,0.008951229261975606
0.379,-0.011083003039975727
0.38,0.004734496693251291
0.381,0.02326947730437621
0.382,0.017971086426482534
0.383,0.03519524832815365
0.384,0.02761380917772852
0.385,0.029777240693411304
